StaffID,Day,StartTime,EndTime,BreakTime
1181,Friday,11:32:24,8:22:09,18:06:36
1182,Thursday,8:53:20,10:25:36,23:13:20
1183,Wednesday,20:30:44,23:04:21,19:50:43
1184,Thursday,5:45:12,8:34:17,10:51:59
1185,Friday,12:34:13,18:02:02,17:10:30
1186,Wednesday,5:23:37,15:01:57,15:16:06
1187,Friday,14:25:26,6:04:55,11:43:34
1188,Friday,14:16:40,5:01:20,20:52:34
1189,Monday,15:24:03,12:28:07,15:29:24
1190,Monday,15:08:18,7:04:14,13:54:59
1191,Monday,9:40:17,13:38:41,11:31:51
1192,Thursday,4:22:08,13:32:06,22:01:05
1193,Friday,16:31:23,6:19:03,10:56:50
1194,Tuesday,19:58:20,1:17:59,19:08:12
1195,Wednesday,19:28:58,3:17:06,7:33:16
1196,Thursday,0:18:18,10:13:13,0:29:12
1197,Tuesday,9:28:14,23:21:07,5:17:06
1198,Monday,1:03:48,22:31:42,19:21:36
1199,Wednesday,19:56:37,16:06:30,2:17:58
1200,Friday,11:28:44,12:02:42,4:36:05
1201,Friday,15:38:55,20:11:46,15:59:30
1202,Thursday,19:29:40,4:13:27,17:56:07
1203,Monday,21:35:00,1:22:28,10:21:00
1204,Tuesday,19:19:11,7:27:18,19:30:03
1205,Monday,22:48:44,21:23:11,2:27:33
1206,Wednesday,13:04:11,18:21:06,4:37:38
1207,Thursday,22:02:46,11:52:05,17:13:29
1208,Wednesday,16:41:12,20:43:50,3:52:07
1209,Monday,18:01:15,9:53:36,7:55:40
1210,Friday,6:25:42,18:32:18,22:32:32
1211,Friday,19:37:01,18:29:41,18:21:43
1212,Thursday,17:33:53,0:41:59,12:10:53
1213,Thursday,15:56:45,11:31:58,1:53:16
1214,Friday,3:32:23,23:32:15,9:18:20
1215,Thursday,11:24:25,0:30:11,12:02:58
1216,Tuesday,0:35:18,5:12:41,2:34:11
1217,Friday,20:39:04,22:29:34,15:10:16
1218,Wednesday,4:56:17,9:33:23,15:02:35
1219,Monday,20:48:41,11:38:08,9:44:45
1220,Wednesday,4:11:30,18:40:33,6:18:28
1221,Wednesday,0:07:19,13:46:59,1:58:01
1222,Tuesday,20:34:34,0:08:27,1:28:04
1223,Thursday,7:46:14,20:14:17,18:05:30
1224,Thursday,3:48:17,0:33:33,14:29:53
1225,Wednesday,9:44:12,12:50:59,22:08:28
1226,Wednesday,21:53:51,20:25:46,10:09:33
1227,Thursday,17:10:23,16:52:41,21:38:12
1228,Thursday,9:43:39,22:26:33,3:29:11
1229,Thursday,0:25:51,1:51:44,3:20:09
1230,Monday,5:52:16,16:00:05,2:12:10
1231,Tuesday,13:18:14,8:25:07,3:01:35
1232,Wednesday,8:51:25,22:12:14,11:41:50
1233,Monday,3:30:33,22:43:15,8:00:32
1234,Thursday,20:03:48,4:46:24,1:13:49
1235,Tuesday,18:32:39,15:30:05,11:42:11
1236,Wednesday,14:07:24,2:29:42,22:10:56
1237,Wednesday,1:10:03,2:29:55,8:10:48
1238,Wednesday,18:35:25,11:03:29,1:08:25
1239,Friday,11:45:49,21:00:45,9:12:58
1240,Friday,9:07:32,5:59:37,22:35:00
1241,Tuesday,8:35:49,8:57:09,10:45:13
1242,Wednesday,10:04:59,3:19:01,5:19:25
1243,Friday,3:22:06,9:56:44,7:06:02
1244,Tuesday,21:57:08,22:28:06,5:29:51
1245,Wednesday,22:43:52,12:50:24,0:35:21
1246,Wednesday,2:43:59,17:09:00,21:12:07
1247,Wednesday,19:19:29,14:55:47,18:02:32
1248,Monday,12:01:06,17:20:02,22:00:36
1249,Thursday,4:51:41,16:19:04,9:53:10
1250,Tuesday,0:52:38,11:13:24,7:07:49
1251,Wednesday,1:05:23,12:50:15,19:11:05
1252,Friday,12:21:02,3:37:54,11:14:04
1253,Monday,0:42:02,21:01:58,12:42:20
1254,Friday,22:58:01,2:59:04,17:36:28
1255,Wednesday,20:44:35,10:04:57,22:41:16
1256,Friday,20:14:23,17:17:46,22:56:14
1257,Wednesday,3:51:10,1:14:34,3:39:26
1258,Friday,19:03:12,4:44:01,19:06:22
1259,Friday,23:55:29,5:58:49,6:52:59
1260,Thursday,1:57:51,12:19:50,0:12:32
1261,Wednesday,10:07:15,21:33:08,7:25:38
1262,Wednesday,18:12:47,13:32:14,17:48:17
1263,Friday,6:07:28,22:06:18,2:57:08
1264,Thursday,22:15:39,12:14:44,13:29:54
1265,Wednesday,12:35:45,18:01:25,19:07:09
1266,Thursday,17:08:05,0:50:40,8:14:02
1267,Wednesday,3:14:01,6:18:20,9:44:30
1268,Monday,17:56:37,6:41:41,8:18:23
1269,Friday,22:07:29,9:21:18,4:18:51
1270,Thursday,1:32:28,7:10:27,9:46:11
1271,Thursday,17:04:52,19:57:34,7:57:30
1272,Thursday,5:25:41,2:51:40,1:19:42
1273,Tuesday,7:50:04,0:44:19,9:30:22
1274,Wednesday,11:11:09,16:43:16,10:07:44
1275,Friday,20:57:21,0:20:32,13:19:32
1276,Wednesday,9:03:09,4:26:30,10:56:33
1277,Wednesday,12:51:09,15:06:27,4:50:36
1278,Wednesday,12:53:49,12:21:21,4:31:09
1279,Friday,22:39:44,14:54:27,1:34:22
1280,Wednesday,16:51:00,7:23:47,19:17:19
1281,Monday,23:27:25,13:40:41,10:06:22
1282,Thursday,15:36:54,22:04:54,1:48:16
1283,Monday,10:27:35,0:07:13,17:53:02
1284,Wednesday,6:22:32,12:37:44,12:42:28
1285,Thursday,12:32:37,15:22:37,14:31:42
1286,Friday,13:44:18,3:31:42,10:56:50
1287,Monday,4:16:54,22:35:28,21:27:00
1288,Thursday,22:06:54,8:58:31,8:27:40
1289,Tuesday,18:51:51,15:05:28,3:29:04
1290,Monday,8:24:41,16:05:23,12:58:37
1291,Tuesday,9:05:10,21:26:37,3:50:02
1292,Monday,13:23:06,13:43:39,0:26:04
1293,Tuesday,3:55:13,8:29:50,10:44:19
1294,Tuesday,1:41:15,18:08:56,23:47:04
1295,Friday,2:45:34,20:09:32,12:16:56
1296,Monday,21:10:13,15:00:31,12:41:10
1297,Thursday,4:45:17,0:32:23,19:40:28
1298,Friday,13:10:50,5:54:30,16:10:01
1299,Monday,0:33:55,1:46:07,4:28:48
1300,Tuesday,22:18:40,17:26:40,16:03:31
1301,Tuesday,0:19:08,15:02:02,22:36:22
1302,Thursday,13:36:52,4:25:58,19:47:18
1303,Wednesday,19:39:16,0:46:35,10:07:30
1304,Friday,13:38:58,11:48:02,6:35:04
1305,Wednesday,9:01:53,6:17:17,4:30:51
1306,Friday,2:57:13,21:19:12,14:22:09
1307,Thursday,6:30:07,0:04:10,4:02:01
1308,Monday,21:18:47,10:41:04,22:30:34
1309,Thursday,16:33:16,22:39:00,9:46:32
1310,Thursday,16:26:24,3:42:59,19:50:56
1311,Monday,14:40:52,19:59:45,14:38:21
1312,Tuesday,10:09:55,4:48:21,5:30:02
1313,Thursday,15:21:02,18:50:54,2:43:58
1314,Tuesday,2:51:37,19:42:09,20:17:08
1315,Tuesday,1:49:34,3:33:09,9:38:42
1316,Monday,18:45:15,15:13:11,12:57:33
1317,Tuesday,2:42:23,9:04:35,1:19:25
1318,Friday,3:20:04,11:01:32,18:06:42
1319,Thursday,1:54:16,6:10:25,10:42:53
1320,Thursday,15:23:51,9:21:46,5:23:24
1321,Friday,16:16:21,1:55:44,8:10:40
1322,Friday,19:33:42,15:52:01,22:23:34
1323,Wednesday,23:30:09,21:32:44,0:27:22
1324,Tuesday,8:53:28,18:14:54,0:53:19
1325,Friday,22:33:29,20:23:26,9:40:12
1326,Monday,8:53:34,21:06:24,18:12:12
1327,Monday,10:59:17,20:56:18,2:07:38
1328,Tuesday,19:31:25,12:11:30,21:52:40
1329,Thursday,9:22:39,8:27:20,19:46:30
1330,Wednesday,12:08:09,16:49:18,7:41:31
1331,Wednesday,15:37:59,0:16:59,1:10:00
1332,Friday,17:24:59,5:15:37,0:23:01
1333,Thursday,14:24:02,19:07:30,22:23:05
1334,Friday,5:43:10,13:07:21,10:53:58
1335,Friday,23:36:56,4:14:46,21:51:52
1336,Tuesday,13:46:25,17:04:34,17:09:50
1337,Thursday,11:28:07,19:23:53,6:05:52
1338,Friday,6:42:00,14:49:12,17:57:45
1339,Monday,21:33:16,9:34:12,1:42:52
1340,Friday,17:56:02,10:13:38,11:33:29
1341,Wednesday,4:15:48,3:09:40,14:13:36
1342,Tuesday,11:15:56,1:34:56,21:56:57
1343,Tuesday,4:08:31,0:24:51,20:50:43
1344,Tuesday,1:09:41,3:26:40,17:29:41
1345,Thursday,16:38:47,2:01:45,9:45:05
1346,Monday,2:56:19,8:04:43,20:27:39
1347,Wednesday,10:49:07,23:34:04,22:23:34
1348,Friday,10:31:34,12:09:16,17:10:12
1349,Monday,14:10:25,2:59:14,23:27:11
1350,Monday,20:01:15,9:30:19,13:20:28
1351,Monday,10:55:16,21:59:20,20:19:42
1352,Tuesday,0:03:42,2:17:42,22:05:46
1353,Wednesday,9:11:02,1:24:29,15:20:22
1354,Thursday,23:45:32,13:37:46,14:24:09
1355,Monday,16:24:18,2:49:59,0:31:56
1356,Friday,23:53:59,5:38:23,21:28:26
1357,Friday,0:26:33,17:58:26,10:24:57
1358,Tuesday,4:59:39,12:49:05,12:34:46
1359,Wednesday,4:48:31,4:33:25,22:45:51
1360,Friday,15:30:42,15:41:06,8:08:13
1361,Friday,13:14:26,19:44:09,22:23:26
1362,Tuesday,5:15:43,5:47:21,14:35:28
1363,Monday,14:20:34,23:03:01,17:29:10
1364,Wednesday,4:26:49,20:59:21,16:58:45
1365,Thursday,3:25:36,20:47:02,20:54:41
1366,Tuesday,0:56:32,18:17:51,20:27:37
1367,Wednesday,3:05:35,10:01:48,22:05:18
1368,Monday,9:49:44,15:15:09,16:08:20
1369,Tuesday,4:06:26,5:05:20,17:48:21
1370,Monday,23:17:37,12:18:35,22:14:11
1371,Tuesday,7:55:57,3:39:45,4:07:43
1372,Thursday,10:14:01,10:42:50,11:53:06
1373,Wednesday,0:41:15,20:28:00,18:51:57
1374,Monday,6:31:39,20:47:25,1:17:55
1375,Monday,6:44:19,11:39:06,11:04:03
1376,Tuesday,0:20:44,16:09:25,6:07:20
1377,Thursday,23:18:00,19:43:48,17:57:39
1378,Monday,2:42:52,16:52:21,14:24:53
1379,Friday,19:05:47,8:02:06,4:36:13
1380,Wednesday,8:04:24,0:12:54,5:27:26
1381,Monday,20:09:58,9:11:37,19:06:32
1382,Monday,2:12:10,7:15:50,17:07:02
1383,Friday,21:44:41,20:15:38,7:51:04
1384,Wednesday,12:56:12,12:45:06,12:24:36
1385,Tuesday,15:48:24,5:45:35,5:42:40
1386,Wednesday,17:55:01,11:23:44,0:43:59
1387,Wednesday,1:53:45,12:06:37,22:30:55
1388,Monday,8:16:38,9:30:52,20:02:53
1389,Tuesday,4:43:54,11:24:25,9:52:07
1390,Thursday,1:20:28,21:37:27,1:28:11
1391,Monday,12:29:36,16:34:56,4:35:33
1392,Tuesday,14:56:10,23:40:14,3:32:21
1393,Tuesday,15:19:28,17:25:16,14:55:53
1394,Thursday,21:43:40,10:13:19,9:03:05
1395,Tuesday,6:41:45,12:17:37,11:31:02
1396,Wednesday,13:26:44,7:09:38,6:08:48
1397,Tuesday,21:22:13,0:22:19,14:59:06
1398,Thursday,11:31:38,17:43:10,14:57:57
1399,Wednesday,20:18:23,17:24:38,1:02:45
1400,Wednesday,23:03:47,23:37:49,21:41:48
1401,Wednesday,9:16:47,23:31:35,15:25:08
1402,Tuesday,10:50:41,3:35:46,15:34:50
1403,Tuesday,9:05:58,16:58:42,8:54:33
1404,Thursday,15:33:48,16:15:48,16:17:11
1405,Monday,4:32:40,18:32:43,14:44:51
1406,Wednesday,0:32:39,19:20:29,22:56:05
1407,Tuesday,7:38:14,9:21:54,12:17:44
1408,Thursday,14:07:41,3:06:11,2:51:37
1409,Tuesday,20:28:30,19:00:25,19:34:17
1410,Monday,5:22:53,21:43:36,7:02:41
1411,Monday,19:12:30,5:47:43,23:45:46
1412,Thursday,2:12:31,6:49:38,17:09:14
1413,Wednesday,15:54:21,11:27:43,23:18:45
1414,Monday,18:27:42,22:10:10,10:19:46
1415,Monday,11:28:30,12:04:54,5:43:42
1416,Tuesday,10:15:58,17:23:11,17:34:57
1417,Thursday,23:32:09,17:49:33,10:23:19
1418,Monday,20:53:21,5:09:20,8:45:48
1419,Monday,20:51:59,17:44:36,17:59:56
1420,Monday,3:15:50,22:42:12,17:26:17
1421,Thursday,5:51:06,21:08:15,8:08:12
1422,Tuesday,18:50:40,20:24:44,6:40:47
1423,Tuesday,20:31:30,14:03:39,0:38:53
1424,Thursday,2:28:56,14:19:17,5:46:18
1425,Monday,18:35:29,17:41:04,19:34:58
1426,Monday,7:21:53,8:13:33,18:40:31
1427,Friday,21:34:40,13:05:30,7:53:22
1428,Thursday,5:18:52,0:50:18,12:30:25
1429,Wednesday,18:45:46,14:35:42,19:32:55
1430,Friday,15:37:07,21:03:06,20:09:41
1431,Monday,18:13:59,14:46:45,22:16:39
1432,Wednesday,22:15:32,2:41:28,17:27:06
1433,Monday,17:40:45,20:17:59,8:44:18
1434,Friday,8:36:31,20:49:02,18:43:23
1435,Monday,5:23:06,20:18:47,1:30:26
1436,Thursday,3:33:39,11:35:05,4:30:20
1437,Tuesday,12:09:05,5:08:55,3:49:06
1438,Wednesday,9:10:23,12:56:39,16:19:53
1439,Wednesday,19:06:25,22:53:50,14:04:24
1440,Monday,17:24:53,19:05:18,20:40:38
1441,Friday,3:30:08,18:10:29,17:24:37
1442,Thursday,7:59:42,21:43:45,8:57:36
1443,Thursday,6:02:31,9:13:08,22:56:58
1444,Wednesday,22:42:42,16:22:24,13:21:46
1445,Wednesday,7:36:06,8:22:50,9:29:54
1446,Monday,14:30:26,0:59:51,20:02:18
1447,Friday,21:20:34,22:56:09,3:00:25
1448,Tuesday,3:19:29,18:54:10,22:32:44
1449,Tuesday,18:19:05,10:44:06,10:51:00
1450,Friday,1:21:27,6:53:17,5:37:42
1451,Wednesday,20:42:50,1:27:53,1:38:22
1452,Monday,1:17:05,0:42:29,22:13:01
1453,Tuesday,20:03:56,13:31:12,4:14:16
1454,Friday,2:31:15,11:35:39,10:30:48
1455,Wednesday,7:07:30,6:17:52,12:54:40
1456,Monday,18:38:35,8:08:58,8:34:20
1457,Monday,21:28:06,18:11:42,7:39:57
1458,Tuesday,2:19:36,6:38:43,3:52:39
1459,Thursday,4:59:45,10:51:54,14:47:45
1460,Tuesday,3:26:58,12:31:32,10:19:34
1461,Tuesday,20:46:06,7:04:23,9:07:44
1462,Wednesday,5:38:08,8:08:23,10:49:12
1463,Tuesday,4:10:00,16:45:27,22:50:32
1464,Thursday,3:41:56,4:01:56,2:41:00
1465,Monday,9:52:39,20:44:16,12:46:03
1466,Wednesday,2:50:58,12:14:17,10:44:19
1467,Wednesday,18:29:35,23:01:46,13:26:26
1468,Monday,14:06:04,15:43:13,0:11:23
1469,Monday,14:57:15,5:03:42,13:38:47
1470,Friday,19:39:37,4:06:59,21:22:41
1471,Friday,0:00:40,7:26:22,11:58:05
1472,Thursday,14:48:14,19:28:06,22:30:53
1473,Friday,2:27:01,6:23:08,2:21:53
1474,Tuesday,21:16:50,5:39:21,23:23:40
1475,Friday,18:00:48,6:41:55,15:23:07
1476,Wednesday,20:20:46,15:47:55,14:33:12
1477,Friday,17:34:01,18:30:09,19:00:02
1478,Monday,3:27:51,6:54:06,5:21:54
1479,Thursday,6:59:35,22:26:16,10:52:42
1480,Monday,11:26:14,6:29:35,23:41:53
1481,Thursday,2:42:57,2:22:26,10:09:48
1482,Thursday,15:35:18,6:47:01,9:48:10
1483,Thursday,5:24:10,20:13:44,15:47:34
1484,Friday,18:11:54,21:27:20,21:13:13
1485,Friday,12:17:24,21:23:13,1:11:10
1486,Tuesday,0:25:35,0:13:05,1:30:48
1487,Thursday,23:34:39,3:58:28,23:24:24
1488,Friday,22:08:28,1:07:57,19:15:16
1489,Friday,6:57:33,21:57:39,11:42:57
1490,Tuesday,22:14:53,16:24:08,18:10:24
1491,Tuesday,9:31:11,20:08:14,20:18:50
1492,Tuesday,13:01:35,4:17:32,19:12:33
1493,Tuesday,0:51:56,8:19:45,13:33:35
1494,Tuesday,22:51:31,10:33:13,15:14:27
1495,Monday,16:19:35,5:06:22,14:12:26
1496,Friday,1:20:09,19:51:25,18:37:00
1497,Friday,4:37:45,10:07:47,2:52:42
1498,Monday,12:13:16,12:38:16,6:54:23
1499,Monday,17:00:31,2:43:54,0:04:46
1500,Wednesday,14:26:09,16:12:54,9:07:16
1501,Monday,17:45:15,14:31:01,5:55:45
1502,Thursday,1:03:43,9:24:40,23:38:41
1503,Friday,23:59:27,9:46:22,22:16:56
1504,Thursday,12:47:40,22:36:50,22:00:05
1505,Friday,12:54:32,4:37:42,22:52:53
1506,Monday,7:59:50,21:43:02,13:56:11
1507,Friday,18:41:00,1:49:38,11:59:07
1508,Tuesday,13:23:06,13:33:16,15:12:01
1509,Thursday,10:39:04,0:56:34,8:45:45
1510,Friday,23:05:09,7:21:28,0:59:04
1511,Tuesday,17:13:49,12:21:37,8:25:12
1512,Tuesday,2:25:55,19:09:58,4:37:07
1513,Thursday,8:49:11,23:23:43,23:40:33
1514,Wednesday,17:55:35,13:05:48,0:27:11
1515,Friday,16:25:30,6:58:05,21:33:02
1516,Friday,7:40:43,13:06:12,2:42:21
1517,Wednesday,20:43:47,19:05:28,6:25:08
1518,Monday,8:38:44,7:09:50,14:59:35
1519,Wednesday,9:20:42,18:53:38,8:48:06
1520,Monday,17:05:56,20:59:42,19:25:44
1521,Tuesday,1:02:15,0:50:01,0:37:58
1522,Friday,10:01:34,19:40:19,12:07:06
1523,Monday,19:18:36,3:49:33,7:31:26
1524,Friday,22:20:59,14:47:51,12:28:38
1525,Monday,3:11:30,22:38:49,2:44:40
1526,Thursday,15:30:17,14:56:53,6:30:29
1527,Thursday,22:23:56,0:45:55,9:15:58
1528,Wednesday,3:07:03,12:59:05,14:07:31
1529,Tuesday,23:33:23,0:30:02,8:37:04
1530,Wednesday,23:08:54,18:44:21,14:15:14
1531,Monday,4:01:06,21:30:13,17:06:29
1532,Wednesday,19:52:03,23:48:50,10:04:41
1533,Friday,22:18:35,22:36:26,22:07:48
1534,Friday,10:39:23,23:41:37,7:54:18
1535,Tuesday,4:51:09,1:05:28,16:11:03
1536,Wednesday,4:59:18,12:38:51,20:45:33
1537,Tuesday,23:25:19,4:51:10,22:54:29
1538,Tuesday,4:19:50,13:39:46,4:17:13
1539,Wednesday,13:08:19,23:03:30,13:53:18
1540,Monday,7:43:12,3:51:44,8:07:24
1541,Monday,10:12:13,14:36:29,15:33:24
1542,Thursday,23:29:01,22:53:05,22:07:57
1543,Wednesday,21:21:37,15:08:18,15:50:35
1544,Monday,12:15:15,13:15:40,22:16:20
1545,Wednesday,21:40:27,1:07:24,10:35:37
1546,Tuesday,14:00:48,15:07:41,0:46:41
1547,Wednesday,4:11:10,23:13:03,13:06:03
1548,Thursday,11:00:44,6:58:15,9:44:02
1549,Wednesday,13:53:16,8:19:21,19:18:47
1550,Tuesday,17:15:57,6:03:06,21:23:55
1551,Tuesday,15:27:11,20:40:59,9:34:13
1552,Friday,3:59:43,11:57:50,0:54:26
1553,Thursday,1:03:19,1:43:38,21:52:49
1554,Friday,9:25:21,21:06:22,16:43:33
1555,Monday,7:39:31,10:01:24,16:41:52
1556,Thursday,4:12:45,2:50:02,6:04:50
1557,Monday,10:52:00,6:41:23,3:31:23
1558,Friday,6:51:36,3:26:03,19:27:05
1559,Tuesday,18:42:51,15:31:39,7:45:48
1560,Friday,10:56:11,15:43:35,13:16:16
1561,Tuesday,10:46:14,20:59:09,6:59:55
1562,Monday,4:14:06,8:46:19,22:57:28
1563,Friday,6:38:39,2:23:03,6:35:30
1564,Monday,19:45:30,13:32:03,19:41:41
1565,Thursday,12:11:32,16:53:21,9:28:41
1566,Monday,11:19:03,18:11:03,1:42:32
1567,Thursday,13:32:01,21:29:23,5:43:01
1568,Monday,20:55:59,16:19:32,17:15:44
1569,Friday,17:55:25,6:27:40,15:47:38
1570,Wednesday,3:56:34,5:10:46,12:17:04
1571,Friday,17:58:14,11:11:36,6:37:26
1572,Monday,4:22:52,7:56:37,4:56:37
1573,Wednesday,16:55:44,20:58:12,23:15:07
1574,Thursday,11:44:43,13:13:32,19:46:47
1575,Monday,11:12:55,16:37:21,21:58:34
1576,Wednesday,6:07:42,12:14:13,16:01:14
1577,Thursday,8:51:42,19:48:22,1:49:21
1578,Monday,5:19:29,17:48:01,7:59:43
1579,Friday,2:37:18,2:03:07,18:40:15
1580,Tuesday,2:04:41,15:49:20,15:25:21
1581,Thursday,13:54:48,23:38:06,16:05:56
1582,Monday,20:00:39,16:43:27,3:24:36
1583,Tuesday,20:38:47,10:05:31,2:12:28
1584,Wednesday,12:53:06,12:26:09,23:42:07
1585,Thursday,13:09:12,22:33:12,20:42:05
1586,Friday,23:42:10,19:50:16,9:09:07
1587,Tuesday,23:06:52,6:52:35,12:47:19
1588,Tuesday,21:47:56,8:21:25,3:06:20
1589,Thursday,7:13:33,12:19:30,13:23:03
1590,Monday,7:54:06,12:32:13,18:36:24
1591,Friday,1:55:09,12:30:40,10:11:34
1592,Friday,0:08:35,0:34:28,12:20:43
1593,Tuesday,7:50:59,11:20:42,22:33:13
1594,Thursday,20:58:19,10:09:53,2:31:45
1595,Tuesday,20:41:15,18:35:35,6:16:25
1596,Tuesday,1:12:43,2:18:39,14:25:38
1597,Wednesday,10:08:32,9:10:08,6:03:06
1598,Thursday,5:07:07,15:51:05,10:18:15
1599,Wednesday,16:19:26,15:01:01,9:25:04
1600,Thursday,4:49:34,23:40:38,7:10:24
1601,Monday,13:13:01,8:09:34,14:28:45
1602,Wednesday,22:45:19,19:07:14,22:38:12
1603,Thursday,21:12:13,9:11:18,6:08:21
1604,Wednesday,3:11:14,8:34:39,2:08:26
1605,Monday,10:11:18,9:40:22,19:00:11
1606,Friday,19:00:09,11:50:46,2:13:28
1607,Tuesday,5:21:56,1:32:44,6:29:00
1608,Tuesday,5:32:52,2:13:45,4:33:39
1609,Tuesday,10:19:15,10:14:50,17:44:15
1610,Thursday,9:29:57,9:36:35,22:14:27
1611,Tuesday,2:02:07,15:22:53,15:57:36
1612,Thursday,5:43:19,13:48:52,2:24:43
1613,Friday,1:30:20,5:33:16,6:48:57
1614,Wednesday,7:37:12,15:06:23,17:17:59
1615,Friday,8:29:23,1:25:11,23:24:16
1616,Monday,21:20:55,12:23:38,4:02:58
1617,Thursday,17:41:06,9:17:53,2:01:14
1618,Tuesday,10:33:30,20:03:33,10:33:18
1619,Friday,15:53:23,5:40:49,8:12:58
1620,Tuesday,9:59:28,2:27:21,20:12:30
1621,Monday,4:10:19,18:56:01,7:32:04
1622,Wednesday,8:08:55,15:25:38,7:37:05
1623,Monday,14:44:14,22:44:02,5:21:58
1624,Wednesday,22:31:47,8:56:25,21:04:12
1625,Thursday,9:47:26,15:42:46,15:26:34
1626,Thursday,6:05:35,6:31:14,15:14:07
1627,Thursday,20:48:07,7:00:07,6:39:25
1628,Thursday,13:50:47,17:10:37,13:09:25
1629,Thursday,2:24:36,21:18:53,19:40:01
1630,Friday,19:02:38,23:08:31,15:01:00
1631,Thursday,18:08:52,12:59:16,19:29:42
1632,Monday,20:49:24,13:55:27,5:57:26
1633,Friday,3:02:42,16:37:54,6:54:40
1634,Monday,14:42:55,14:17:32,11:08:30
1635,Monday,2:19:14,23:14:52,20:50:19
1636,Wednesday,11:16:22,14:29:34,15:41:28
1637,Monday,20:28:45,17:36:49,7:48:41
1638,Friday,19:59:29,23:12:34,12:11:46
1639,Friday,23:56:54,13:57:09,3:22:18
1640,Friday,19:10:00,0:36:47,18:24:06
1641,Monday,9:20:40,23:26:04,12:10:14
1642,Thursday,17:08:33,4:58:26,4:32:56
1643,Tuesday,1:55:13,20:42:39,11:58:02
1644,Wednesday,17:07:52,13:38:16,16:13:40
1645,Thursday,23:42:37,4:35:17,5:59:44
1646,Monday,22:55:17,21:04:59,11:01:53
1647,Monday,6:01:37,16:52:04,18:46:00
1648,Tuesday,5:31:24,11:22:33,3:01:33
1649,Tuesday,20:53:56,13:47:34,19:45:29
1650,Thursday,21:41:41,16:53:11,9:50:17
1651,Wednesday,9:11:15,4:05:34,6:13:13
1652,Tuesday,12:50:18,8:08:47,16:40:49
1653,Friday,0:12:49,10:54:41,19:00:24
1654,Monday,23:35:24,6:08:17,1:17:36
1655,Wednesday,21:58:09,17:31:33,21:12:49
1656,Wednesday,5:21:35,9:34:52,0:01:51
1657,Tuesday,3:37:46,12:39:52,19:58:57
1658,Tuesday,6:03:21,12:22:49,19:38:31
1659,Thursday,7:59:01,19:05:48,11:37:36
1660,Wednesday,19:43:26,11:19:27,0:05:41
1661,Tuesday,14:41:51,18:50:33,20:41:19
1662,Monday,20:06:32,20:57:28,6:50:05
1663,Thursday,19:40:43,16:39:31,22:55:33
1664,Monday,1:41:42,17:11:32,14:42:25
1665,Monday,14:41:08,23:02:51,12:00:59
1666,Tuesday,9:44:10,16:03:12,11:04:19
1667,Wednesday,20:02:22,7:25:08,10:50:09
1668,Monday,16:35:17,21:11:37,19:51:15
1669,Monday,20:19:09,22:46:42,0:41:54
1670,Tuesday,12:11:30,6:16:15,13:45:48
1671,Friday,10:49:51,22:08:28,4:03:27
1672,Wednesday,13:29:25,4:34:55,14:33:16
1673,Tuesday,9:05:29,16:08:25,6:48:03
1674,Tuesday,7:37:46,23:00:34,7:49:27
1675,Wednesday,8:35:55,17:13:30,18:40:45
1676,Monday,4:17:19,3:27:02,15:33:42
1677,Monday,9:53:30,5:38:28,16:23:40
1678,Wednesday,11:50:48,19:47:53,6:18:11
1679,Monday,16:12:27,5:40:45,18:02:41
1680,Tuesday,9:29:41,21:42:04,13:45:35
1681,Friday,6:15:30,8:15:38,20:29:28
1682,Tuesday,20:52:29,18:13:58,7:14:12
1683,Friday,12:26:03,16:47:53,6:03:37
1684,Thursday,16:14:04,12:24:01,22:35:30
1685,Tuesday,6:10:44,13:02:48,15:25:19
1686,Monday,11:51:31,8:37:39,22:05:07
1687,Wednesday,18:23:56,6:56:16,4:41:31
1688,Thursday,22:08:03,23:44:42,3:20:08
1689,Tuesday,6:30:34,11:13:02,6:15:55
1690,Thursday,18:06:01,1:28:12,18:40:22
1691,Tuesday,8:31:11,22:46:50,7:02:00
1692,Friday,8:08:30,22:55:42,12:12:34
1693,Wednesday,0:25:25,19:11:53,0:55:42
1694,Thursday,13:41:46,3:16:55,4:37:08
1695,Thursday,15:11:52,16:38:36,13:44:01
1696,Monday,10:59:50,18:19:57,2:24:59
1697,Wednesday,4:58:56,23:53:18,22:43:52
1698,Tuesday,12:39:22,9:40:42,22:56:46
1699,Monday,22:23:03,8:23:54,22:40:04
1700,Friday,16:01:43,17:24:00,19:22:35
1701,Monday,11:51:49,17:05:37,8:25:18
1702,Tuesday,5:03:34,15:44:57,15:41:08
1703,Tuesday,11:12:59,9:27:17,10:18:23
1704,Thursday,15:47:53,22:15:15,13:45:01
1705,Tuesday,18:48:38,8:49:26,1:27:27
1706,Friday,18:21:06,15:03:13,8:31:29
1707,Friday,23:05:19,11:59:11,20:33:00
1708,Friday,13:13:32,1:22:30,7:48:11
1709,Friday,11:25:39,18:28:51,22:48:13
1710,Wednesday,5:55:59,11:32:02,20:43:40
1711,Wednesday,11:54:42,22:03:49,4:36:41
1712,Friday,5:44:11,23:07:22,8:02:08
1713,Thursday,21:25:05,16:21:39,17:59:50
1714,Thursday,0:37:16,18:36:46,7:07:51
1715,Friday,11:14:47,14:51:59,0:02:46
1716,Tuesday,10:19:38,2:03:31,11:09:47
1717,Monday,16:55:33,15:52:36,1:01:21
